personID:ID(Person),roadUser,gender,age,ageGroup,:LABEL
4898,Driver,Male,26,26_to_39,Person
4899,Pedestrian,Female,61,40_to_64,Person
4900,Driver,Female,57,40_to_64,Person
4901,Driver,Male,87,75_or_older,Person
4902,Driver,Female,18,17_to_25,Person
4903,Pedestrian,Male,84,75_or_older,Person
4904,Motorcycle rider,Male,74,65_to_74,Person
4905,Driver,Female,66,65_to_74,Person
4906,Driver,Male,40,40_to_64,Person
4907,Driver,Female,47,40_to_64,Person
4908,Driver,Male,54,40_to_64,Person
4909,Pedal cyclist,Male,32,26_to_39,Person
4910,Pedestrian,Female,94,75_or_older,Person
4911,Passenger,Female,19,17_to_25,Person
4912,Driver,Male,68,65_to_74,Person
4913,Pedal cyclist,Male,68,65_to_74,Person
4914,Driver,Male,74,65_to_74,Person
4915,Pedal cyclist,Female,22,17_to_25,Person
4916,Motorcycle rider,Male,56,40_to_64,Person
4917,Pedal cyclist,Male,14,0_to_16,Person
4918,Driver,Female,26,26_to_39,Person
4919,Passenger,Male,0,0_to_16,Person
4920,Motorcycle rider,Male,42,40_to_64,Person
4921,Passenger,Male,19,17_to_25,Person
4922,Pedestrian,Male,29,26_to_39,Person
4923,Pedestrian,Female,39,26_to_39,Person
4924,Driver,Female,40,40_to_64,Person
4925,Motorcycle rider,Male,49,40_to_64,Person
4926,Passenger,Female,95,75_or_older,Person
4927,Passenger,Female,79,75_or_older,Person
4928,Passenger,Male,81,75_or_older,Person
4929,Pedestrian,Male,13,0_to_16,Person
4930,Driver,Male,64,40_to_64,Person
4931,Driver,Male,20,17_to_25,Person
4932,Pedestrian,Male,65,65_to_74,Person
4933,Driver,Female,34,26_to_39,Person
4934,Driver,Female,36,26_to_39,Person
4935,Driver,Male,20,17_to_25,Person
4936,Pedestrian,Male,43,40_to_64,Person
4937,Driver,Male,40,40_to_64,Person
4938,Driver,Female,47,40_to_64,Person
4939,Driver,Female,18,17_to_25,Person
4940,Driver,Male,73,65_to_74,Person
4941,Driver,Male,39,26_to_39,Person
4942,Driver,Male,83,75_or_older,Person
4943,Motorcycle rider,Male,55,40_to_64,Person
4944,Driver,Male,46,40_to_64,Person
4945,Driver,Female,26,26_to_39,Person
4946,Driver,Male,32,26_to_39,Person
4947,Pedestrian,Male,26,26_to_39,Person
4948,Driver,Male,29,26_to_39,Person
4949,Pedestrian,Male,50,40_to_64,Person
4950,Pedestrian,Female,44,40_to_64,Person
4951,Passenger,Male,21,17_to_25,Person
4952,Driver,Male,23,17_to_25,Person
4953,Pedestrian,Male,66,65_to_74,Person
4954,Pedal cyclist,Male,61,40_to_64,Person
4955,Passenger,Male,58,40_to_64,Person
4956,Driver,Male,54,40_to_64,Person
4957,Passenger,Female,53,40_to_64,Person
4958,Driver,Male,64,40_to_64,Person
4959,Pedestrian,Male,13,0_to_16,Person
4960,Pedestrian,Female,11,0_to_16,Person
4961,Pedestrian,Female,8,0_to_16,Person
4962,Pedestrian,Female,12,0_to_16,Person
4963,Pedal cyclist,Male,34,26_to_39,Person
4964,Passenger,Male,18,17_to_25,Person
4965,Pedestrian,Female,47,40_to_64,Person
4966,Motorcycle rider,Male,23,17_to_25,Person
4967,Driver,Female,20,17_to_25,Person
4968,Motorcycle rider,Male,19,17_to_25,Person
4969,Pedestrian,Male,24,17_to_25,Person
4970,Pedal cyclist,Male,55,40_to_64,Person
4971,Driver,Male,36,26_to_39,Person
4972,Driver,Male,85,75_or_older,Person
4973,Motorcycle rider,Male,49,40_to_64,Person
4974,Pedestrian,Male,61,40_to_64,Person
4975,Motorcycle rider,Male,59,40_to_64,Person
4976,Motorcycle rider,Male,49,40_to_64,Person
4977,Motorcycle rider,Male,27,26_to_39,Person
4978,Driver,Male,53,40_to_64,Person
4979,Passenger,Female,29,26_to_39,Person
4980,Driver,Female,57,40_to_64,Person
4981,Driver,Female,79,75_or_older,Person
4982,Pedestrian,Male,90,75_or_older,Person
4983,Motorcycle rider,Male,32,26_to_39,Person
4984,Driver,Male,33,26_to_39,Person
4985,Driver,Male,54,40_to_64,Person
4986,Driver,Male,55,40_to_64,Person
4987,Motorcycle rider,Male,47,40_to_64,Person
4988,Pedestrian,Male,56,40_to_64,Person
4989,Driver,Male,23,17_to_25,Person
4990,Driver,Male,30,26_to_39,Person
4991,Driver,Male,79,75_or_older,Person
4992,Driver,Male,57,40_to_64,Person
4993,Passenger,Male,59,40_to_64,Person
4994,Pedal cyclist,Female,44,40_to_64,Person
4995,Pedestrian,Female,83,75_or_older,Person
4996,Driver,Female,43,40_to_64,Person
4997,Driver,Male,78,75_or_older,Person
4998,Motorcycle rider,Male,53,40_to_64,Person
4999,Pedestrian,Female,79,75_or_older,Person
5000,Pedal cyclist,Male,16,0_to_16,Person
5001,Driver,Male,29,26_to_39,Person
5002,Passenger,Male,36,26_to_39,Person
5003,Pedestrian,Male,21,17_to_25,Person
5004,Pedestrian,Male,85,75_or_older,Person
5005,Passenger,Male,63,40_to_64,Person
5006,Driver,Male,65,65_to_74,Person
5007,Driver,Male,36,26_to_39,Person
5008,Driver,Male,67,65_to_74,Person
5009,Motorcycle rider,Male,18,17_to_25,Person
5010,Passenger,Male,82,75_or_older,Person
5011,Passenger,Male,33,26_to_39,Person
5012,Pedal cyclist,Male,26,26_to_39,Person
5013,Motorcycle rider,Male,33,26_to_39,Person
5014,Pedal cyclist,Male,49,40_to_64,Person
5015,Pedestrian,Male,77,75_or_older,Person
5016,Driver,Male,63,40_to_64,Person
5017,Passenger,Male,43,40_to_64,Person
5018,Driver,Male,32,26_to_39,Person
5019,Driver,Male,84,75_or_older,Person
5020,Driver,Male,39,26_to_39,Person
5021,Driver,Male,86,75_or_older,Person
5022,Passenger,Female,38,26_to_39,Person
5023,Motorcycle rider,Male,56,40_to_64,Person
5024,Driver,Male,27,26_to_39,Person
5025,Motorcycle rider,Male,27,26_to_39,Person
5026,Pedestrian,Male,54,40_to_64,Person
5027,Driver,Male,41,40_to_64,Person
5028,Driver,Male,54,40_to_64,Person
5029,Pedestrian,Male,17,17_to_25,Person
5030,Driver,Female,17,17_to_25,Person
5031,Driver,Male,53,40_to_64,Person
5032,Pedal cyclist,Male,65,65_to_74,Person
5033,Driver,Male,75,75_or_older,Person
5034,Motorcycle rider,Male,38,26_to_39,Person
5035,Motorcycle rider,Male,28,26_to_39,Person
5036,Driver,Male,22,17_to_25,Person
5037,Driver,Male,59,40_to_64,Person
5038,Passenger,Female,34,26_to_39,Person
5039,Pedal cyclist,Male,51,40_to_64,Person
5040,Pedestrian,Male,40,40_to_64,Person
5041,Pedestrian,Male,17,17_to_25,Person
5042,Passenger,Male,28,26_to_39,Person
5043,Passenger,Male,28,26_to_39,Person
5044,Passenger,Male,33,26_to_39,Person
5045,Driver,Female,19,17_to_25,Person
5046,Pedestrian,Female,89,75_or_older,Person
5047,Motorcycle rider,Male,31,26_to_39,Person
5048,Motorcycle rider,Male,27,26_to_39,Person
5049,Driver,Male,34,26_to_39,Person
5050,Passenger,Female,95,75_or_older,Person
5051,Driver,Female,64,40_to_64,Person
5052,Passenger,Female,67,65_to_74,Person
5053,Passenger,Male,16,0_to_16,Person
5054,Passenger,Male,19,17_to_25,Person
5055,Motorcycle rider,Male,49,40_to_64,Person
5056,Motorcycle rider,Male,61,40_to_64,Person
5057,Driver,Female,30,26_to_39,Person
5058,Passenger,Female,37,26_to_39,Person
5059,Driver,Male,41,40_to_64,Person
5060,Pedestrian,Female,79,75_or_older,Person
5061,Pedestrian,Male,39,26_to_39,Person
5062,Motorcycle rider,Male,33,26_to_39,Person
5063,Motorcycle rider,Male,62,40_to_64,Person
5064,Passenger,Male,80,75_or_older,Person
5065,Passenger,Female,53,40_to_64,Person
5066,Driver,Male,68,65_to_74,Person
5067,Pedestrian,Male,36,26_to_39,Person
5068,Driver,Male,36,26_to_39,Person
5069,Driver,Male,26,26_to_39,Person
5070,Driver,Male,70,65_to_74,Person
5071,Pedestrian,Male,18,17_to_25,Person
5072,Driver,Male,48,40_to_64,Person
5073,Motorcycle rider,Male,33,26_to_39,Person
5074,Driver,Male,28,26_to_39,Person
5075,Passenger,Female,21,17_to_25,Person
5076,Passenger,Female,30,26_to_39,Person
5077,Driver,Male,32,26_to_39,Person
5078,Driver,Male,48,40_to_64,Person
5079,Driver,Female,39,26_to_39,Person
5080,Driver,Male,23,17_to_25,Person
5081,Driver,Male,46,40_to_64,Person
5082,Driver,Male,28,26_to_39,Person
5083,Passenger,Male,58,40_to_64,Person
5084,Pedestrian,Male,52,40_to_64,Person
5085,Driver,Female,37,26_to_39,Person
5086,Driver,Male,25,17_to_25,Person
5087,Motorcycle rider,Male,26,26_to_39,Person
5088,Motorcycle rider,Male,35,26_to_39,Person
5089,Passenger,Male,21,17_to_25,Person
5090,Driver,Male,51,40_to_64,Person
5091,Driver,Male,80,75_or_older,Person
5092,Driver,Male,39,26_to_39,Person
5093,Pedestrian,Female,78,75_or_older,Person
5094,Passenger,Female,77,75_or_older,Person
5095,Passenger,Male,24,17_to_25,Person
5096,Driver,Male,28,26_to_39,Person
5097,Motorcycle rider,Male,31,26_to_39,Person
5098,Pedestrian,Male,53,40_to_64,Person
5099,Driver,Male,75,75_or_older,Person
5100,Driver,Male,90,75_or_older,Person
5101,Driver,Female,28,26_to_39,Person
5102,Driver,Male,46,40_to_64,Person
5103,Driver,Female,28,26_to_39,Person
5104,Passenger,Male,29,26_to_39,Person
5105,Driver,Male,69,65_to_74,Person
5106,Driver,Male,67,65_to_74,Person
5107,Driver,Female,37,26_to_39,Person
5108,Driver,Male,24,17_to_25,Person
5109,Passenger,Female,76,75_or_older,Person
5110,Driver,Male,40,40_to_64,Person
5111,Motorcycle rider,Male,58,40_to_64,Person
5112,Driver,Female,54,40_to_64,Person
5113,Pedal cyclist,Male,38,26_to_39,Person
5114,Driver,Male,18,17_to_25,Person
5115,Passenger,Male,22,17_to_25,Person
5116,Passenger,Male,33,26_to_39,Person
5117,Driver,Male,26,26_to_39,Person
5118,Passenger,Male,27,26_to_39,Person
5119,Passenger,Male,20,17_to_25,Person
5120,Motorcycle rider,Female,54,40_to_64,Person
5121,Driver,Male,18,17_to_25,Person
5122,Motorcycle rider,Male,74,65_to_74,Person
5123,Driver,Male,62,40_to_64,Person
5124,Motorcycle rider,Male,22,17_to_25,Person
5125,Driver,Male,23,17_to_25,Person
5126,Driver,Male,30,26_to_39,Person
5127,Driver,Male,29,26_to_39,Person
5128,Driver,Male,28,26_to_39,Person
5129,Driver,Female,37,26_to_39,Person
5130,Pedestrian,Male,81,75_or_older,Person
5131,Pedestrian,Male,87,75_or_older,Person
5132,Passenger,Female,62,40_to_64,Person
5133,Driver,Male,71,65_to_74,Person
5134,Passenger,Female,29,26_to_39,Person
5135,Driver,Male,45,40_to_64,Person
5136,Driver,Male,34,26_to_39,Person
5137,Pedestrian,Female,36,26_to_39,Person
5138,Passenger,Female,20,17_to_25,Person
5139,Driver,Male,47,40_to_64,Person
5140,Pedal cyclist,Male,16,0_to_16,Person
5141,Pedestrian,Male,41,40_to_64,Person
5142,Pedestrian,Male,22,17_to_25,Person
5143,Motorcycle rider,Male,76,75_or_older,Person
5144,Driver,Male,58,40_to_64,Person
5145,Driver,Male,19,17_to_25,Person
5146,Passenger,Female,37,26_to_39,Person
5147,Passenger,Male,5,0_to_16,Person
5148,Motorcycle rider,Male,35,26_to_39,Person
5149,Driver,Female,65,65_to_74,Person
5150,Passenger,Female,22,17_to_25,Person
5151,Driver,Male,60,40_to_64,Person
5152,Driver,Male,47,40_to_64,Person
5153,Motorcycle rider,Male,39,26_to_39,Person
5154,Passenger,Male,41,40_to_64,Person
5155,Driver,Female,36,26_to_39,Person
5156,Driver,Male,22,17_to_25,Person
5157,Passenger,Female,24,17_to_25,Person
5158,Pedal cyclist,Male,49,40_to_64,Person
5159,Pedal cyclist,Male,40,40_to_64,Person
5160,Pedal cyclist,Male,24,17_to_25,Person
5161,Pedal cyclist,Male,59,40_to_64,Person
5162,Driver,Male,50,40_to_64,Person
5163,Driver,Male,23,17_to_25,Person
5164,Pedestrian,Male,77,75_or_older,Person
5165,Pedestrian,Female,66,65_to_74,Person
5166,Driver,Male,24,17_to_25,Person
5167,Motorcycle rider,Male,51,40_to_64,Person
5168,Motorcycle rider,Male,26,26_to_39,Person
5169,Passenger,Male,17,17_to_25,Person
5170,Driver,Male,28,26_to_39,Person
5171,Driver,Male,46,40_to_64,Person
5172,Driver,Male,31,26_to_39,Person
5173,Motorcycle rider,Male,31,26_to_39,Person
5174,Driver,Female,49,40_to_64,Person
5175,Pedestrian,Male,9,0_to_16,Person
5176,Driver,Male,56,40_to_64,Person
5177,Pedestrian,Female,95,75_or_older,Person
5178,Driver,Female,38,26_to_39,Person
5179,Driver,Male,55,40_to_64,Person
5180,Driver,Male,25,17_to_25,Person
5181,Passenger,Male,23,17_to_25,Person
5182,Driver,Male,24,17_to_25,Person
5183,Motorcycle rider,Male,26,26_to_39,Person
5184,Passenger,Female,17,17_to_25,Person
5185,Driver,Male,18,17_to_25,Person
5186,Motorcycle rider,Male,24,17_to_25,Person
5187,Driver,Female,62,40_to_64,Person
5188,Driver,Male,35,26_to_39,Person
5189,Pedestrian,Male,41,40_to_64,Person
5190,Driver,Male,18,17_to_25,Person
5191,Driver,Male,62,40_to_64,Person
5192,Pedal cyclist,Male,57,40_to_64,Person
5193,Driver,Male,75,75_or_older,Person
5194,Driver,Male,57,40_to_64,Person
5195,Driver,Male,64,40_to_64,Person
5196,Motorcycle rider,Male,35,26_to_39,Person
5197,Driver,Male,36,26_to_39,Person
5198,Passenger,Male,35,26_to_39,Person
5199,Passenger,Female,32,26_to_39,Person
5200,Driver,Male,27,26_to_39,Person
5201,Pedestrian,Male,23,17_to_25,Person
5202,Driver,Male,37,26_to_39,Person
5203,Driver,Male,41,40_to_64,Person
5204,Motorcycle rider,Female,56,40_to_64,Person
5205,Motorcycle rider,Male,71,65_to_74,Person
5206,Driver,Male,86,75_or_older,Person
5207,Driver,Male,63,40_to_64,Person
5208,Passenger,Male,74,65_to_74,Person
5209,Driver,Male,72,65_to_74,Person
5210,Motorcycle rider,Male,71,65_to_74,Person
5211,Motorcycle rider,Male,44,40_to_64,Person
5212,Driver,Male,20,17_to_25,Person
5213,Motorcycle rider,Male,28,26_to_39,Person
5214,Driver,Male,38,26_to_39,Person
5215,Driver,Male,79,75_or_older,Person
5216,Driver,Male,18,17_to_25,Person
5217,Driver,Female,26,26_to_39,Person
5218,Driver,Male,31,26_to_39,Person
5219,Driver,Male,77,75_or_older,Person
5220,Driver,Male,24,17_to_25,Person
5221,Driver,Male,78,75_or_older,Person
5222,Driver,Male,23,17_to_25,Person
5223,Driver,Male,59,40_to_64,Person
5224,Motorcycle rider,Male,33,26_to_39,Person
5225,Driver,Male,29,26_to_39,Person
5226,Passenger,Male,41,40_to_64,Person
5227,Motorcycle rider,Male,44,40_to_64,Person
5228,Driver,Male,21,17_to_25,Person
5229,Pedal cyclist,Male,56,40_to_64,Person
5230,Passenger,Female,30,26_to_39,Person
5231,Motorcycle rider,Male,16,0_to_16,Person
5232,Motorcycle rider,Male,22,17_to_25,Person
5233,Motorcycle rider,Male,72,65_to_74,Person
5234,Driver,Male,90,75_or_older,Person
5235,Driver,Male,34,26_to_39,Person
5236,Passenger,Female,12,0_to_16,Person
5237,Driver,Male,20,17_to_25,Person
5238,Motorcycle rider,Male,21,17_to_25,Person
5239,Pedal cyclist,Female,32,26_to_39,Person
5240,Pedestrian,Male,62,40_to_64,Person
5241,Driver,Male,55,40_to_64,Person
5242,Driver,Male,20,17_to_25,Person
5243,Driver,Male,66,65_to_74,Person
5244,Pedestrian,Male,56,40_to_64,Person
5245,Driver,Male,73,65_to_74,Person
5246,Driver,Male,18,17_to_25,Person
5247,Pedestrian,Female,21,17_to_25,Person
5248,Driver,Female,72,65_to_74,Person
5249,Passenger,Male,82,75_or_older,Person
5250,Driver,Male,18,17_to_25,Person
5251,Pedestrian,Male,80,75_or_older,Person
5252,Pedestrian,Male,76,75_or_older,Person
5253,Driver,Male,88,75_or_older,Person
5254,Motorcycle rider,Male,60,40_to_64,Person
5255,Passenger,Male,33,26_to_39,Person
5256,Pedestrian,Male,54,40_to_64,Person
5257,Driver,Male,20,17_to_25,Person
5258,Motorcycle rider,Male,53,40_to_64,Person
5259,Driver,Male,18,17_to_25,Person
5260,Pedestrian,Female,65,65_to_74,Person
5261,Driver,Male,33,26_to_39,Person
5262,Passenger,Female,24,17_to_25,Person
5263,Driver,Female,72,65_to_74,Person
5264,Driver,Female,63,40_to_64,Person
5265,Pedestrian,Female,35,26_to_39,Person
5266,Motorcycle rider,Male,62,40_to_64,Person
5267,Passenger,Female,8,0_to_16,Person
5268,Pedestrian,Male,51,40_to_64,Person
5269,Driver,Male,41,40_to_64,Person
5270,Pedal cyclist,Male,47,40_to_64,Person
5271,Passenger,Male,10,0_to_16,Person
5272,Motorcycle rider,Male,39,26_to_39,Person
5273,Driver,Female,54,40_to_64,Person
5274,Driver,Male,85,75_or_older,Person
5275,Passenger,Female,69,65_to_74,Person
5276,Driver,Male,28,26_to_39,Person
5277,Driver,Male,21,17_to_25,Person
5278,Motorcycle rider,Male,35,26_to_39,Person
5279,Driver,Male,80,75_or_older,Person
5280,Driver,Male,97,75_or_older,Person
5281,Driver,Female,63,40_to_64,Person
5282,Driver,Male,22,17_to_25,Person
5283,Driver,Male,29,26_to_39,Person
5284,Motorcycle rider,Male,24,17_to_25,Person
5285,Pedestrian,Male,51,40_to_64,Person
5286,Driver,Male,27,26_to_39,Person
5287,Driver,Female,78,75_or_older,Person
5288,Driver,Male,76,75_or_older,Person
5289,Driver,Male,59,40_to_64,Person
5290,Driver,Male,37,26_to_39,Person
5291,Driver,Male,67,65_to_74,Person
5292,Motorcycle rider,Male,56,40_to_64,Person
5293,Driver,Female,32,26_to_39,Person
5294,Passenger,Male,18,17_to_25,Person
5295,Passenger,Male,16,0_to_16,Person
5296,Passenger,Female,19,17_to_25,Person
5297,Pedestrian,Male,57,40_to_64,Person
5298,Motorcycle rider,Male,54,40_to_64,Person
5299,Driver,Male,65,65_to_74,Person
5300,Driver,Female,59,40_to_64,Person
5301,Driver,Female,64,40_to_64,Person
5302,Motorcycle rider,Male,23,17_to_25,Person
5303,Driver,Male,32,26_to_39,Person
5304,Passenger,Male,25,17_to_25,Person
5305,Driver,Male,29,26_to_39,Person
5306,Driver,Male,21,17_to_25,Person
5307,Pedestrian,Male,20,17_to_25,Person
5308,Driver,Male,36,26_to_39,Person
5309,Motorcycle rider,Male,59,40_to_64,Person
5310,Motorcycle rider,Male,49,40_to_64,Person
5311,Pedestrian,Female,2,0_to_16,Person
5312,Driver,Male,63,40_to_64,Person
5313,Passenger,Male,80,75_or_older,Person
5314,Driver,Female,61,40_to_64,Person
5315,Driver,Male,79,75_or_older,Person
5316,Pedestrian,Male,78,75_or_older,Person
5317,Driver,Male,60,40_to_64,Person
5318,Driver,Male,62,40_to_64,Person
5319,Pedestrian,Male,31,26_to_39,Person
5320,Pedestrian,Female,59,40_to_64,Person
5321,Driver,Male,35,26_to_39,Person
5322,Passenger,Male,15,0_to_16,Person
5323,Passenger,Male,52,40_to_64,Person
5324,Driver,Male,27,26_to_39,Person
5325,Driver,Female,38,26_to_39,Person
5326,Motorcycle rider,Male,30,26_to_39,Person
5327,Motorcycle rider,Female,46,40_to_64,Person
5328,Motorcycle rider,Male,38,26_to_39,Person
5329,Driver,Male,48,40_to_64,Person
5330,Driver,Female,68,65_to_74,Person
5331,Driver,Male,25,17_to_25,Person
5332,Driver,Female,61,40_to_64,Person
5333,Motorcycle rider,Male,55,40_to_64,Person
5334,Motorcycle rider,Male,67,65_to_74,Person
5335,Driver,Male,36,26_to_39,Person
5336,Motorcycle rider,Male,42,40_to_64,Person
5337,Passenger,Female,16,0_to_16,Person
5338,Driver,Male,19,17_to_25,Person
5339,Motorcycle rider,Male,31,26_to_39,Person
5340,Pedestrian,Male,27,26_to_39,Person
5341,Driver,Male,18,17_to_25,Person
5342,Driver,Female,29,26_to_39,Person
5343,Driver,Male,40,40_to_64,Person
5344,Driver,Male,24,17_to_25,Person
5345,Driver,Male,42,40_to_64,Person
5346,Driver,Male,29,26_to_39,Person
5347,Pedestrian,Male,36,26_to_39,Person
5348,Driver,Male,17,17_to_25,Person
5349,Driver,Female,80,75_or_older,Person
5350,Driver,Male,25,17_to_25,Person
5351,Driver,Male,47,40_to_64,Person
5352,Pedestrian,Male,21,17_to_25,Person
5353,Passenger,Female,68,65_to_74,Person
5354,Driver,Male,69,65_to_74,Person
5355,Pedestrian,Male,86,75_or_older,Person
5356,Driver,Male,49,40_to_64,Person
5357,Pedestrian,Female,64,40_to_64,Person
5358,Motorcycle rider,Male,28,26_to_39,Person
5359,Driver,Male,36,26_to_39,Person
5360,Pedal cyclist,Female,65,65_to_74,Person
5361,Driver,Male,69,65_to_74,Person
5362,Driver,Female,26,26_to_39,Person
5363,Passenger,Male,32,26_to_39,Person
5364,Driver,Male,36,26_to_39,Person
5365,Motorcycle rider,Male,64,40_to_64,Person
5366,Motorcycle rider,Male,55,40_to_64,Person
5367,Motorcycle rider,Male,69,65_to_74,Person
5368,Motorcycle rider,Male,35,26_to_39,Person
5369,Passenger,Female,28,26_to_39,Person
5370,Driver,Male,42,40_to_64,Person
5371,Passenger,Male,35,26_to_39,Person
5372,Driver,Male,35,26_to_39,Person
5373,Pedal cyclist,Male,5,0_to_16,Person
5374,Motorcycle rider,Male,47,40_to_64,Person
5375,Pedestrian,Female,81,75_or_older,Person
5376,Driver,Male,45,40_to_64,Person
5377,Passenger,Male,25,17_to_25,Person
5378,Driver,Female,20,17_to_25,Person
5379,Motorcycle rider,Male,21,17_to_25,Person
5380,Motorcycle rider,Male,51,40_to_64,Person
5381,Driver,Male,51,40_to_64,Person
5382,Motorcycle rider,Male,72,65_to_74,Person
5383,Passenger,Female,22,17_to_25,Person
5384,Driver,Male,28,26_to_39,Person
5385,Pedestrian,Male,20,17_to_25,Person
5386,Driver,Male,41,40_to_64,Person
5387,Driver,Female,45,40_to_64,Person
5388,Pedestrian,Male,12,0_to_16,Person
5389,Motorcycle rider,Male,19,17_to_25,Person
5390,Driver,Female,51,40_to_64,Person
5391,Motorcycle rider,Male,57,40_to_64,Person
5392,Driver,Male,19,17_to_25,Person
5393,Driver,Female,69,65_to_74,Person
5394,Driver,Male,23,17_to_25,Person
5395,Passenger,Male,39,26_to_39,Person
5396,Passenger,Female,23,17_to_25,Person
5397,Passenger,Male,72,65_to_74,Person
5398,Pedestrian,Male,52,40_to_64,Person
5399,Passenger,Female,25,17_to_25,Person
5400,Driver,Male,34,26_to_39,Person
5401,Driver,Female,85,75_or_older,Person
5402,Motorcycle rider,Male,65,65_to_74,Person
5403,Motorcycle rider,Male,31,26_to_39,Person
5404,Motorcycle rider,Male,39,26_to_39,Person
5405,Driver,Male,43,40_to_64,Person
5406,Driver,Female,34,26_to_39,Person
5407,Pedestrian,Male,38,26_to_39,Person
5408,Motorcycle rider,Male,42,40_to_64,Person
5409,Driver,Male,53,40_to_64,Person
5410,Driver,Male,43,40_to_64,Person
5411,Pedal cyclist,Male,62,40_to_64,Person
5412,Driver,Female,23,17_to_25,Person
5413,Pedestrian,Male,23,17_to_25,Person
5414,Passenger,Female,32,26_to_39,Person
5415,Driver,Male,79,75_or_older,Person
5416,Driver,Male,46,40_to_64,Person
5417,Driver,Male,60,40_to_64,Person
5418,Motorcycle rider,Male,47,40_to_64,Person
5419,Passenger,Male,30,26_to_39,Person
5420,Driver,Male,68,65_to_74,Person
5421,Driver,Male,18,17_to_25,Person
5422,Passenger,Male,17,17_to_25,Person
5423,Motorcycle pillion passenger,Female,22,17_to_25,Person
5424,Motorcycle rider,Male,33,26_to_39,Person
5425,Driver,Male,55,40_to_64,Person
5426,Passenger,Female,79,75_or_older,Person
5427,Driver,Male,80,75_or_older,Person
5428,Motorcycle rider,Male,22,17_to_25,Person
5429,Driver,Male,18,17_to_25,Person
5430,Passenger,Female,23,17_to_25,Person
5431,Driver,Female,24,17_to_25,Person
5432,Passenger,Male,17,17_to_25,Person
5433,Driver,Male,19,17_to_25,Person
5434,Motorcycle rider,Male,24,17_to_25,Person
5435,Driver,Male,51,40_to_64,Person
5436,Passenger,Female,19,17_to_25,Person
5437,Driver,Male,21,17_to_25,Person
5438,Driver,Male,19,17_to_25,Person
5439,Driver,Male,19,17_to_25,Person
5440,Driver,Male,24,17_to_25,Person
5441,Motorcycle rider,Male,55,40_to_64,Person
5442,Driver,Male,72,65_to_74,Person
5443,Driver,Male,70,65_to_74,Person
5444,Driver,Male,17,17_to_25,Person
5445,Pedestrian,Female,29,26_to_39,Person
5446,Driver,Female,39,26_to_39,Person
5447,Driver,Male,43,40_to_64,Person
5448,Driver,Male,31,26_to_39,Person
5449,Driver,Female,62,40_to_64,Person
5450,Motorcycle rider,Male,76,75_or_older,Person
5451,Driver,Male,68,65_to_74,Person
5452,Pedestrian,Female,74,65_to_74,Person
5453,Driver,Male,83,75_or_older,Person
5454,Driver,Male,23,17_to_25,Person
5455,Motorcycle rider,Male,63,40_to_64,Person
5456,Driver,Male,53,40_to_64,Person
5457,Motorcycle rider,Male,62,40_to_64,Person
5458,Driver,Female,62,40_to_64,Person
5459,Passenger,Female,74,65_to_74,Person
5460,Motorcycle rider,Male,41,40_to_64,Person
5461,Pedestrian,Female,70,65_to_74,Person
5462,Driver,Male,19,17_to_25,Person
5463,Driver,Male,36,26_to_39,Person
5464,Driver,Male,30,26_to_39,Person
5465,Pedal cyclist,Male,78,75_or_older,Person
5466,Passenger,Female,72,65_to_74,Person
5467,Motorcycle rider,Male,61,40_to_64,Person
5468,Driver,Female,85,75_or_older,Person
5469,Motorcycle rider,Male,65,65_to_74,Person
5470,Passenger,Male,42,40_to_64,Person
5471,Driver,Male,57,40_to_64,Person
5472,Driver,Male,35,26_to_39,Person
5473,Driver,Male,19,17_to_25,Person
5474,Driver,Male,68,65_to_74,Person
5475,Driver,Male,35,26_to_39,Person
5476,Driver,Male,18,17_to_25,Person
5477,Driver,Female,63,40_to_64,Person
5478,Driver,Male,43,40_to_64,Person
5479,Pedestrian,Male,76,75_or_older,Person
5480,Passenger,Female,74,65_to_74,Person
5481,Motorcycle rider,Male,71,65_to_74,Person
5482,Driver,Female,47,40_to_64,Person
5483,Driver,Male,85,75_or_older,Person
5484,Passenger,Female,21,17_to_25,Person
5485,Driver,Female,26,26_to_39,Person
5486,Pedestrian,Male,45,40_to_64,Person
5487,Driver,Male,32,26_to_39,Person
5488,Passenger,Male,88,75_or_older,Person
5489,Pedestrian,Male,25,17_to_25,Person
5490,Driver,Male,24,17_to_25,Person
5491,Motorcycle rider,Male,47,40_to_64,Person
5492,Driver,Male,61,40_to_64,Person
5493,Driver,Female,55,40_to_64,Person
5494,Motorcycle rider,Male,66,65_to_74,Person
5495,Pedestrian,Male,88,75_or_older,Person
5496,Driver,Female,69,65_to_74,Person
5497,Driver,Female,78,75_or_older,Person
5498,Driver,Male,71,65_to_74,Person
5499,Passenger,Female,93,75_or_older,Person
5500,Driver,Female,52,40_to_64,Person
5501,Driver,Male,59,40_to_64,Person
5502,Pedestrian,Male,20,17_to_25,Person
5503,Driver,Male,61,40_to_64,Person
5504,Motorcycle rider,Male,25,17_to_25,Person
5505,Motorcycle rider,Male,24,17_to_25,Person
5506,Driver,Male,24,17_to_25,Person
5507,Pedal cyclist,Female,52,40_to_64,Person
5508,Driver,Male,42,40_to_64,Person
5509,Pedestrian,Male,82,75_or_older,Person
5510,Motorcycle rider,Male,64,40_to_64,Person
5511,Driver,Male,34,26_to_39,Person
5512,Driver,Male,60,40_to_64,Person
5513,Passenger,Male,27,26_to_39,Person
